,text,Ans
626,like ten time better place xd beautiful fun gold coast hot dogs xd,neutral
627,whole body sore moving hundred piece luggage last weekend guess visit gym often,negative
628,oh kind,neutral
629,yeah quick im using mm addis bought sat make even smoother,neutral
630,dont even look fabric unless need polar fleece its worth extra  go needle thread,neutral
631,pleeaaasee come sun,positive
632,ummmlast night dmd you said good question,neutral
633,man really sorry,neutral
634,watching jobros live chat  live though haha,neutral
635,wow tomorrow its over ill never see people again its kind sad,negative
636,ncaa baseball road  omaha south carolina hit run homerun dagger  heart mason   south carolina ,neutral
637,send message greg time answer ok still love  a goog luck move erie,negative
638,honestys much sorry couldnt resist,neutral
639,oh ok always wondered worked top ear done dont think could get anything else pierced,neutral
640,nooooooooanother headachehopefully migraine,neutral
641,pm today drag me bored im get romance book prob wont til morn night twitter babe ,positive
642,twitter fam im hop back aim went ghost yall lolz sowwy,neutral
643,make good girl go bad,neutral
644,site republish blogs feed often end higher blog google search result,neutral
645,going dinner bb,negative
646,hope georgia still wide awake hiccup,negative
647,phone knew shouldve charged last night sigh,neutral
648,quite,neutral
649,oh yes level ,neutral
650,babys adventure  hour car lake ann mi admit it cried little truck pulled out,negative
651,httptwitpiccomuyn  need this right now absolutely mindddd blowing love this much,neutral
652,frustrated stupid iphone need blackberry,neutral
653,woo  got fast mobile broadband connection,neutral
654,really want sporebat pet,neutral
655,im still mother day lunch uncle house nice time,negative
656,oh ate pizza last night too stupidly feel closer somehow,neutral
657,oh rightsorrynow get yabut still  emailswowcool,neutral
658, great time boston thanks baby girl httpplurkcomprplmy,neutral
659,bad homie,neutral
660,im awake whats breakfast lulu  shingle ha ha ha,neutral
661,good morning everyone,neutral
662,love one especially shoe anyway gmn punya acc lookbook ya httplookbooknulook,negative
663,shake shake shake shake shake,neutral
664,raining,neutral
665,good morning world,neutral
666,hope everyone great week let know think im crazy hating coffee xd,neutral
667,back br,neutral
668,time put weapon charger night sleep tight,neutral
669,using tiffys computerit feel different mine touch different,neutral
670, happy mothers day mom sure  heart mankind,neutral
671,still talking then,neutral
672,want crimson gem saga go play rf guerilla demo repeatedly mission failed  died many time dicking around,negative
673,lol great movie,neutral
674,b last v tomorow havelive apple n caffeine  n havecut chocolate bye bye chocy,neutral
675,awoken loud banging continues day good thing got early rest last night,negative
676,lets go,neutral
677,feel really sick,neutral
678,hecks yeah jandy timsamlake rawesome,neutral
679, internet jus cut off bout  shoot sum guy eye kandi,negative
680,u dont school today,neutral
681,broken its mondaydoes mean monday fixd  httpblipfmjgio,neutral
682,people work stressing out,neutral
683,rt heart past day etsy boo hoototally ,neutral
684,love sister brags shes tired spell bowling right haha ok  her,negative
685,never trust someone elses battery operated power tool youre hurry,neutral
686,lol tweet funny met calgary youre awesome cant wait next hp movie,positive
687,work  still recovering amazing beautiful weekend mentioned incredible friend are,neutral
688,sos smell cigarette alcohol least i  like it,neutral
689,done internship,neutral
690,rip officer edwards may god continue bless family whats wit cop killing cops seen thing happen the wire,neutral
691,invasion old lady ended still clean going able make tweetup tonight,neutral
692,s current goal lose  pound next tuesday  come soooo ready gatlinburg,neutral
693,best friend bought something really want,neutral
694,depends goal  much want spend cannondale specialized cervelo good brands,neutral
695,phone mum httptinyurlcomotdnu,neutral
696,tooo,neutral
697,net died yeah im sad,neutral
698,anticipating next ten days,neutral
699,dont know follow sme ppl do e anoying boring  note self unfollow peep monday morning,negative
700,yeah start reaching earlymids,neutral
701,getting ready babysit,neutral
702,bad migrane need go dancing tonight good combination,neutral
703,grinding skyguard rep le awful anticipated yet still awful last tabard need,neutral
704,dunno saw happy birthday girl,neutral
705,im looking forward see hear norway live fast,negative
706,awesome,neutral
707,actually workin home tonight you,negative
708, want beach sun,neutral
709,oh tired,neutral
710,well dog still isnt shelter hope someone good,neutral
711,well tell fashion tip need im woman hehehe,positive
712,hello there taylor miss you  month ,neutral
713,wear lot white httptinyurlcomdlbltg,neutral
714,always good idea,neutral
715,remember days wasnt big fan wesley really felt youngster dealing that won,neutral
716,getting nail done relaxing benji  hour away,neutral
717,long hun head hurt,neutral
718,walmart playing hide seek,neutral
719,whatever mean,neutral
720,sudden im craving broccoli cheese soup really bad mouth watering envisioning bread bowl head,neutral
721,wish people would notice,neutral
722,test work fine tweetdeck cool eh,neutral
723,wish here babe,neutral
724,morning rode behind guy bird cage containing plastic tyrannosaurus rex attached bicycle couldnt get photo,neutral
725,love summer oddly dont want school year end,neutral
726,lolz modestykix roxnow gal lined door,neutral
727,morning everone sing tuck in turn light kept safe sound night ,positive
728,cant bothered working tomorrow,neutral
729,kitten cute grow n become cat,neutral
730, guess ol tom another mission impossible  like trying prove innocence  didnt get hugged,neutral
731,hey scared last night  you several bad nightmare,neutral
732,gawd people still remember preggers comment hate you,neutral
733,oh tweetdeck malfunctioning o il web fixd,neutral
734,heeeeey abandoned twitter momma dots,positive
735,yeah freakin sucks,neutral
736,village may fayre now bag packed ready bring back homemade goodies,neutral
737,followfriday  cuz ive never added anyones followfriday either  cuz hes got cool picture,positive
738,sooo tell lost followerzzz,neutral
739, thanks reply course doesnt really explain googled found explanation,neutral
740,looking people,neutral
741,wish would see eye heart httpplurkcompsvbb,neutral
742,awwww ive got photo cute bunny,neutral
743,long day still mow lawn,negative
744,shoot  mile,neutral
745,long since talked let alone seen you make sad,negative
746,happy mother day mom ,negative
747,want cooky breakfast luckily im adult that,neutral
748,mowing  hate lawn,neutral
749,shouldnt reset doesnt work right first time something,neutral
750,yeah left cause pc cant run client anymore thought would new one now,neutral
751,feeling bad profile pic,neutral
752,capone island  days summer starting,neutral
753,movie sleep today good day hdff,neutral
754,planing going little ride mtb monday may tower,neutral
755, fiesta house mouth hit password,neutral
756,live version much better  httpblipfmmy,neutral
757,theres pause button game life,positive
758,thats black market material right there friend,neutral
759,getting married vega november elvis impersonator happy,neutral
760,tried join chat site would let sign,negative
761,home,neutral
762,singing song filming movie best,neutral
763,song make want cry,neutral
764,driving u come across aggressive driving behaviour another driver u should chase car  tell driver drive,neutral
765,mediteranian kitchenoh well cant get right,neutral
766,whats wrong,neutral
767,wasn totally awesome seeing rebooted crew nice,neutral
